star_rating,ipc-rating-star--maxRating,ipc-title-link-wrapper href,review,main_review,ipc-voting__label__text,ipc-voting__dot-separator,helpful,not_helpful,reviewer,ipc-link href,review_date,ipc-link href 2,ipc-btn__text
1,/10,https://www.imdb.com/title/tt0111161/review/rw0348679/?ref_=tturv_29,A good movie but definitely not #2 of all time,"This is certainly a good movie, with universal themes of freedom and adversity etc etc, but... I've seen plenty of movies which were more artfully made than this one. There is nothing revolutionary in the directing. The novella by Stephen King is practically tailor-made for a movie adaption, and it seems any capable director could have made a good movie from it. I think the only reason this movie is #2 on this list is the sheer amount of people who have seen it and voted. The other truly great movies near the top of the list don't pack the same mass audience appeal that Shawshank Redemption does, nor are they shown on TNT 6-10 times a year. Movies like 2001, The Seven Samurai, or Lawrence of Arabia, for example, would bore many of the people who love Shawshank Redemption, and I personally consider those three I named and many others to be far better creations than the Shawshank Redemption. Perhaps we should take a poll of TNT viewers on the best movie of all time - I'd bet Shawshank Redemption would place first, with The Blues Brothers coming in a close second.",Helpful,•,73,265,nazidoktor,https://www.imdb.com/user/ur0984259/?ref_=tturv_usr_29_t,"Dec 28, 2000",https://www.imdb.com/title/tt0111161/review/rw0348679/?ref_=tturv_perm_29,
1,/10,https://www.imdb.com/title/tt0111161/review/rw0348429/?ref_=tturv_30,Boring.,All the drama of a falling rock.  If SK lived in the Victorian Age this would be a morality play--and both would be dead and forgotten by now--just the idea of it makes me want to live another 100 years or so.,Helpful,•,50,283,Rob-212,https://www.imdb.com/user/ur0263952/?ref_=tturv_usr_30_t,"Dec 29, 1999",https://www.imdb.com/title/tt0111161/review/rw0348429/?ref_=tturv_perm_30,
1,/10,https://www.imdb.com/title/tt0111161/review/rw0348285/?ref_=tturv_31,Overrated,"It's not a bad film.  It's just derivative and melodramatic.  It borrows from ""Cool Hand Luke,"" a superior film.  It relishes its significance too much.  It's a bit smug.  Morgan Freeman's voiceover is a clumsy narrative device.  I don't know -- I just know for sure it's not one of ""the best films of all time.""  Not even close.",Helpful,•,64,245,source-2,https://www.imdb.com/user/ur0362358/?ref_=tturv_usr_31_t,"Jun 16, 1999",https://www.imdb.com/title/tt0111161/review/rw0348285/?ref_=tturv_perm_31,
1,/10,https://www.imdb.com/title/tt0111161/review/rw0349272/?ref_=tturv_32,What a bad movie,"This is the worst movie I have ever seen. It's so Hollywood cliche ! How can this be in the top 2 best movies ever ? I don't understand it. Avoid at all cost, this movie is boring !",Helpful,•,50,241,davidgilmour100,https://www.imdb.com/user/ur0552804/?ref_=tturv_usr_32_t,"Mar 8, 2003",https://www.imdb.com/title/tt0111161/review/rw0349272/?ref_=tturv_perm_32,
7,/10,https://www.imdb.com/title/tt0111161/review/rw2258908/?ref_=tturv_33,Mystery,"I still can't quite get the enormous reputation of this film. I saw it again last night and instead of clearing up the mystery, the mystery got thicker. It is enjoyable film with very good performances by Tim Robbins, Morgan Freeman, James Whitmore etc, but...the most highly rated film ever? I don't get it. The voice over alone seems to belong to a so so film. I love Morgan Freeman's voice but he's telling us what we're seeing. So, the sterling reputation damages the enjoyment of the film because one is expecting something that never, really, arrives. The most interesting aspect is Tim Robbins's psychological journey. Credible or incredible doesn't quite matter, I did go with him without asking too many questions. Morgan Freeman's humanity is contagious and inspiring, whether credible or not because I bought it. So, a masterpiece? No. Good, even very good? Yes.",Helpful,•,130,156,mocpacific,https://www.imdb.com/user/ur6657969/?ref_=tturv_usr_33_t,"Jun 3, 2010",https://www.imdb.com/title/tt0111161/review/rw2258908/?ref_=tturv_perm_33,
1,/10,https://www.imdb.com/title/tt0111161/review/rw0349341/?ref_=tturv_34,Pale imitation of better films,"Three words: ""Cool Hand Luke.""  Same film, done better, done earlier.  For that matter, is this film any better than other Steven King ""novelettes"" such as ""Stand By Me""? All in all, it probably ranks a 6 or a 7, but since people on this site have lost their minds as regards this film, I give it a 1 in one man's attempt at sanity.",Helpful,•,59,209,sbaradell,https://www.imdb.com/user/ur1895631/?ref_=tturv_usr_34_t,"Jul 10, 2003",https://www.imdb.com/title/tt0111161/review/rw0349341/?ref_=tturv_perm_34,
1,/10,https://www.imdb.com/title/tt0111161/review/rw0349376/?ref_=tturv_35,"A sociopath prison warden, sadistic guard as well as cuddly and misunderstood inmates.","Shawshank Redemption is overrated. It's a decent, above average film, but by no means a great film.The inmates are pretty much likeable, while the warden and his pet guard are monsters. Also as Freeman's character says: ""You know that everybody in here's innocent?"" As the story develops you feel like he is right, the only criminals are the ones guarding the prisoners.This is a sentimental piece made to stir the emotions, but not to stir them too much. Just enough to make the viewer feel there is injustice in the world but that in the end everything ends well and justice surely comes to he who waits 20 years or so for it.The Shawshank Redemption is, as I said, a decent film, possibly among the top five films of 1994. IMO the best films of 1994 are Pulp Fiction and Léon.",Helpful,•,59,208,earlgreyi,https://www.imdb.com/user/ur1382716/?ref_=tturv_usr_35_t,"Sep 1, 2003",https://www.imdb.com/title/tt0111161/review/rw0349376/?ref_=tturv_perm_35,
10,/10,https://www.imdb.com/title/tt0111161/review/rw4203332/?ref_=tturv_36,Eternal Hope,"I've lost count of the number of times I have seen this movie, but it is more than 20. It has to be one of the best movies ever made. It made me take notice Morgan Freeman and Tim Robbins like I had never noticed any actors before.I have from a very young age been a huge fan of anything Stephen King writes and had already read the short story that this movie is based on years prior to seeing this movie.Not everything Stephen King has written that gets turned into a movie comes out well, but this is as close to perfection as it gets and has everything you could ever want in a movie.Something that is outstanding is the fact that it has no real action, no special effects and no gimmicks. 99% of the movie is just men in a prison uniforms talking. Yet it absolutely hooks you almost from the beginning and has you glued to the screen to the end.For me what really makes this film one of the best is the message of eternal hope it conveys throughout. The never ever give up hope attitude of the main character so well conveyed by Tim Robbins. The ending is just spine tingling every time I see it, no matter how many times I have seen it.Brilliant, brilliant movie and a must see for everyone.",Helpful,•,231,31,nowego,https://www.imdb.com/user/ur16749093/?ref_=tturv_usr_36_t,"Jun 15, 2018",https://www.imdb.com/title/tt0111161/review/rw4203332/?ref_=tturv_perm_36,
1,/10,https://www.imdb.com/title/tt0111161/review/rw0349103/?ref_=tturv_37,snarling critique,"awful. a dreadful disgrace. the film is the most cliched in cinematic history and is worthy of no respect. even worse is how it is so flawless yet it still is of no quality. i do not know how this film can be revered over others such as psycho, apocalypse now, raging bull, easy rider, the godfather, the killing fields, some like it hot and casablanca amongst others. shockingly horrendous",Helpful,•,54,197,neilandthebunnymen,https://www.imdb.com/user/ur1800658/?ref_=tturv_usr_37_t,"Jul 17, 2002",https://www.imdb.com/title/tt0111161/review/rw0349103/?ref_=tturv_perm_37,
1,/10,https://www.imdb.com/title/tt0111161/review/rw1488190/?ref_=tturv_38,Sugary sentimental and unsatisfying,"This drama has been widely vaunted as one of the best films ever made- personally I just can't see the appeal. Sure it contains very good performances by Tim Robbins and Morgan Freeman- but there have been other, much better screen performances by other actors. There is very little suspense or originality about the plot and nothing that hasn't been seen or done on screen a hundred times before. So why the popularity? It's a formulaic feel-good movie who's happy ending is never in doubt. Knowing that Stephen King wrote the novel on which the film was based would probably give that away anyway. As with any adaptation from book to film there are several differences between the two, though the film does, on this occasion, improve on the book.There have been better adaptations of King novels (The Shining) and better performances by better actors, yet for some reason this film continues to be rated as better than it actually is.",Helpful,•,54,188,Irish_Pete,https://www.imdb.com/user/ur12429265/?ref_=tturv_usr_38_t,"Oct 2, 2006",https://www.imdb.com/title/tt0111161/review/rw1488190/?ref_=tturv_perm_38,
